id,name,taxId,gender,dateOfBirth,status,externalCode,isEnriched,enrichedAt,enrichedBy,createdAt,createdBy,updatedAt,updatedBy,customerPhone,customerEmail
2da57816-e4d5-4e1e-991a-8e2bf6e232e9,Helena Ramos,72309456152,M,2005-10-11,1,a0348f5b-11f1-4e53-96f7-3d22eede7545,False,,,2024-02-03 00:00:00,Zoe Leão,2024-05-30 00:00:00,Vitor Gabriel Ferreira,"[{'number': '+55 21 5002-5540'}, {'number': '+55 (081) 5240-1267'}, {'number': '0800-905-8210'}]","[{'address': 'tpinto@example.net'}, {'address': 'mpinto@example.net'}]"
876c85ff-8de8-47a7-86b4-9ccef2d09447,Bernardo Machado,86540129351,O,1986-05-11,2,3e23b112-0410-4861-8a48-6b3992c317d4,True,2020-11-30,Igor Fonseca,2020-08-23 00:00:00,Aurora Machado,2020-04-18 00:00:00,Felipe Garcia,[{'number': '+55 84 9962 8978'}],[{'address': 'nfonseca@example.org'}]
c8ce5bf8-7971-4fa9-b7d6-493622f668d4,Gabriel Rezende,95643720892,M,1964-01-22,2,ff5799da-7e5a-42b2-9ce7-86b02f69c1d9,True,2020-09-26,Eduardo Rodrigues,2023-02-05 00:00:00,Sra. Mariane Costa,2022-07-10 00:00:00,Ana Vitória Pimenta,"[{'number': '+55 (031) 8650-2986'}, {'number': '+55 51 6240 1125'}]","[{'address': 'pietropeixoto@example.net'}, {'address': 'joaquimcaldeira@example.org'}]"
aa8f5c6b-1c50-4253-9f96-6799b16640a0,Marcelo Brito,69431052725,F,1955-08-12,1,9f697518-8bed-4eb7-a51a-6a772fdd0f5b,True,2023-08-11,,2022-02-18 00:00:00,Ravy Moreira,2021-01-06 00:00:00,Sra. Antonella Alves,[{'number': '+55 (051) 2553 7620'}],[{'address': 'otto34@example.net'}]
0973a4fc-91eb-403f-a204-64dcb437d212,Gael Barros,30547198205,F,1999-08-17,1,45108768-1cfd-4396-a0c9-f0f77ed63b61,True,,,2021-11-08 00:00:00,Letícia Viana,2024-07-15 00:00:00,André Aragão,"[{'number': '71 4985-3368'}, {'number': '+55 (061) 0036-9085'}, {'number': '11 9410 7884'}]",[{'address': 'raulmoura@example.net'}]
c973a4f6-e5d9-49ec-b616-7edcfa9b8e4b,Thomas Pacheco,12098643713,M,1973-08-28,2,fab36a96-022c-42c6-980e-91c82fd064ef,False,2022-05-05,Elisa Costela,2025-08-09 00:00:00,Asafe da Mota,2024-07-13 00:00:00,Thiago Pastor,"[{'number': '31 5862-0443'}, {'number': '+55 51 2879 0966'}]","[{'address': 'omachado@example.org'}, {'address': 'josepinto@example.org'}]"
63e47377-994a-4d09-8442-4bb51b6dab1e,Benjamin Cunha,18429076549,F,1985-05-31,1,1f2f577c-b7ac-4071-9133-3cdc5d35206d,True,,,2020-12-21 00:00:00,Aurora Souza,2024-12-24 00:00:00,Amanda Rocha,"[{'number': '(071) 9061 9152'}, {'number': '(081) 3275 6212'}, {'number': '71 2333 3393'}]",[{'address': 'luisa22@example.net'}]
40aba0af-ab17-4f14-9c07-c6b980e00e3e,Raul Leão,21469078350,M,1994-06-08,2,23f69a7a-08f3-4c22-8d7c-9cdb6a65b94f,False,,Ágatha Ribeiro,2022-12-31 00:00:00,Srta. Bianca Barbosa,2021-10-14 00:00:00,Apollo da Costa,"[{'number': '31 2409-1534'}, {'number': '+55 81 2122 8828'}]","[{'address': 'ayllanovaes@example.org'}, {'address': 'alexiafogaca@example.org'}]"
74551577-4fbc-4fd4-94ac-9797ceac3374,Joaquim Nogueira,95123846719,M,1954-09-12,1,b8ca103a-ab0c-4651-a891-4df210c520e7,False,,,2023-07-17 00:00:00,Lívia Pires,2020-12-14 00:00:00,Sr. Gabriel Dias,[{'number': '0500-612-9888'}],"[{'address': 'aliciapereira@example.net'}, {'address': 'goncalvesjose-pedro@example.com'}]"
afe27afc-5962-4afe-82c7-36a0edbce559,Apollo Pinto,86093127478,O,1983-07-09,2,729d8069-53f5-4adf-a10e-00137eb57e3b,False,,,2021-09-17 00:00:00,Bianca Rezende,2023-04-16 00:00:00,Enrico Caldeira,"[{'number': '84 1438-4504'}, {'number': '84 4145 9182'}]","[{'address': 'vianalorenzo@example.net'}, {'address': 'pastorleonardo@example.org'}, {'address': 'costamathias@example.org'}]"
7f00017f-5611-4d1a-a06e-0187f7a7cfcd,João Gabriel Ramos,70256813930,F,1983-05-25,1,b956c6ba-439f-42c5-b1f6-ae436b6a0e51,False,,Ana Beatriz Souza,2024-11-08 00:00:00,Ravi Fernandes,2021-12-16 00:00:00,Heloísa Freitas,"[{'number': '(011) 2931 6013'}, {'number': '+55 (071) 0537-8652'}]","[{'address': 'emilly74@example.com'}, {'address': 'theomonteiro@example.org'}]"
3bf625d5-4a99-4728-a98f-3d559cecb787,Dr. Rafael Fernandes,20741583607,M,1936-05-05,2,93a3cd37-33e9-4a0a-9ee6-e0d689e2e1b6,True,2024-11-04,,2020-12-08 00:00:00,Maria Liz Vasconcelos,2022-05-12 00:00:00,Fernanda Pimenta,[{'number': '21 8665-9247'}],"[{'address': 'enricocorreia@example.org'}, {'address': 'mariana56@example.org'}]"
fa4ef111-2b36-4371-9213-16e1c9a0d4b2,Carolina Pinto,01629543799,O,1977-10-03,2,3ffab364-dfdf-4e42-b09b-652671e974ab,False,2024-10-23,,2023-12-21 00:00:00,Clarice Dias,2022-02-23 00:00:00,Anthony Gonçalves,"[{'number': '(071) 2734 9305'}, {'number': '(071) 6401-2206'}, {'number': '+55 (031) 4548-7810'}]","[{'address': 'cardosoana-vitoria@example.com'}, {'address': 'ravi57@example.org'}]"
d0e1b484-4c22-424b-b72b-a04734da581e,Guilherme Jesus,10349526761,M,1966-05-17,2,0f4802ca-57a7-471e-8750-9ba2c0c27912,False,,Guilherme Vasconcelos,2024-04-09 00:00:00,Lívia Vieira,2021-04-20 00:00:00,Nicolas Novaes,"[{'number': '84 0129 6184'}, {'number': '+55 (041) 1642-4236'}, {'number': '+55 (084) 4347-5214'}]","[{'address': 'oliveiramaria-julia@example.com'}, {'address': 'upacheco@example.org'}]"
2f92458f-8f1f-487a-9f61-72d7048d2c3f,Maria Laura Nogueira,69078325186,F,1935-01-19,2,48812251-e19d-4ab9-adab-830714399f17,False,2022-08-25,Kamilly Cardoso,2023-06-01 00:00:00,Ana Cecília Nogueira,2023-04-25 00:00:00,Vitor Gabriel Teixeira,"[{'number': '0900 602 6606'}, {'number': '21 4224-4607'}, {'number': '41 4471-2232'}]",[{'address': 'pereiramaria-luisa@example.net'}]
e5c9455f-da10-42fd-8059-1530f48bf4aa,Sr. Ravy Machado,98163754001,O,1973-09-02,1,c3bed2b0-f5c9-4499-93f0-a5f67fffb5e1,False,,Vinicius Porto,2022-06-18 00:00:00,Brenda Mendes,2023-08-18 00:00:00,Augusto Campos,"[{'number': '51 8983 9848'}, {'number': '11 1873 7447'}, {'number': '(084) 9252-5659'}]",[{'address': 'cardosoian@example.org'}]
e57fbfe1-f3f3-4113-844c-6ec2801421f2,Ana Sophia Carvalho,65942870365,O,1977-04-02,1,da76ff42-5d3e-407a-bc23-1a575b60f404,True,2024-09-06,,2020-10-24 00:00:00,Giovanna Rocha,2024-03-19 00:00:00,Henrique Gonçalves,"[{'number': '+55 61 7511 4197'}, {'number': '+55 (021) 6299-3163'}, {'number': '(041) 5935-6395'}]","[{'address': 'marcelogarcia@example.com'}, {'address': 'lauracasa-grande@example.org'}, {'address': 'bguerra@example.net'}]"
773209c0-013e-4354-a119-c0c8e6fb5740,Dra. Maria Helena Garcia,32698510730,F,1993-03-15,1,701ad745-0e04-48fb-866e-07e8f557a6ba,False,,,2020-07-28 00:00:00,Emanuella Pimenta,2021-07-11 00:00:00,Luiz Otávio Machado,"[{'number': '+55 84 3073-8072'}, {'number': '+55 11 0474-0607'}, {'number': '81 8492 8501'}]","[{'address': 'lorenzovargas@example.net'}, {'address': 'qcasa-grande@example.org'}]"
4fdcf751-db7f-4ab6-9f87-2f04610920bc,Stella Melo,56710829359,F,1981-07-06,2,8df0d675-dead-4d5b-8630-46e5731f9393,True,,,2025-08-06 00:00:00,Ana Siqueira,2020-04-02 00:00:00,Cecília Dias,[{'number': '+55 (071) 6345 7339'}],"[{'address': 'laviniafonseca@example.com'}, {'address': 'da-motamaria-liz@example.org'}, {'address': 'pcardoso@example.net'}]"
65c0248f-ab3b-4651-8974-1e00f0120952,Gabrielly Rocha,12468357973,O,1950-06-10,1,1853c04c-258a-4fd3-9652-04fe0589a6f0,True,,Natália Moraes,2024-03-22 00:00:00,Dr. Benício Oliveira,2023-09-28 00:00:00,Emanuel Silva,[{'number': '+55 (051) 2031 5592'}],[{'address': 'uferreira@example.org'}]
b5507c24-b686-4a01-ab88-335747bbcae0,Juliana Cardoso,40639278140,O,1993-04-30,1,f1d668df-a3a7-45d7-a134-53b6a85dc5cc,False,,Daniel Farias,2024-09-07 00:00:00,Sra. Maria Flor Moreira,2022-02-25 00:00:00,Bianca Alves,"[{'number': '+55 51 5644 3375'}, {'number': '(031) 7606 6423'}, {'number': '+55 81 4110-2169'}]","[{'address': 'leticiarios@example.net'}, {'address': 'azevedoemanuel@example.org'}, {'address': 'alexiarocha@example.org'}]"
62652033-9a29-41c0-ab9b-6ab578abf5c4,Hellena Nogueira,86907324113,F,1943-06-21,2,07f5e715-c8b2-4d87-9644-1e52cf4749c2,True,2024-12-15,,2020-09-30 00:00:00,Sra. Ísis Cavalcanti,2024-06-03 00:00:00,Pietra Pires,"[{'number': '+55 (081) 5663-7947'}, {'number': '+55 (061) 6367 4277'}, {'number': '(061) 2643-2938'}]","[{'address': 'alicefogaca@example.net'}, {'address': 'mendesagatha@example.net'}, {'address': 'wlima@example.net'}]"
ccedf92d-36ef-4c62-80d5-9d4cca79ac55,José Miguel Teixeira,06139258740,M,1959-08-29,1,554790a1-ecfb-46a4-9ba9-15f5e08b2caa,False,2022-12-20,Maria Flor da Cunha,2020-04-09 00:00:00,Enzo Gabriel Casa Grande,2025-03-16 00:00:00,Dr. Joaquim da Costa,[{'number': '(041) 7991 0646'}],[{'address': 'nazevedo@example.org'}]
22c6a3b0-450c-4962-bfa4-54692fbd62ce,Sr. Apollo Oliveira,57106932868,M,1962-06-17,2,fedc8909-6f91-42ec-893f-603dde6876ec,False,2022-10-07,Gabrielly Cavalcante,2020-06-15 00:00:00,Sr. Caio Santos,2021-12-31 00:00:00,Erick Sá,"[{'number': '+55 84 0815 6570'}, {'number': '(031) 5670-4565'}, {'number': '+55 (031) 8914-8441'}]","[{'address': 'kaiqueporto@example.org'}, {'address': 'luiz-gustavodas-neves@example.com'}, {'address': 'xaragao@example.net'}]"
97a36ccd-0e70-4a16-bdb3-c45e60a378cb,Theodoro Costela,62435019734,M,2006-03-25,2,8ac810bb-85a4-4475-ad70-5fae6acaee3b,False,,Noah da Luz,2025-06-21 00:00:00,Srta. Ana Laura Ramos,2024-04-21 00:00:00,Augusto Campos,[{'number': '+55 (041) 9154-6206'}],"[{'address': 'bentomartins@example.com'}, {'address': 'mda-mota@example.com'}]"
87287839-4a04-4cfe-9c58-2930d2afb610,Vitória Barbosa,29703158668,O,1987-02-03,1,5e728e62-7341-4c97-8ded-869873ea4213,True,,,2020-05-22 00:00:00,Ana Sophia Araújo,2025-06-02 00:00:00,Sra. Maria Helena Pacheco,"[{'number': '+55 21 0069 4837'}, {'number': '(084) 7257-5594'}, {'number': '51 7390 9297'}]",[{'address': 'fernandesanthony@example.net'}]
39771749-d537-4f8e-87bf-ec1587c88bed,Nina Silva,82637194022,F,1969-04-06,1,5fe6c75e-a1ba-4843-87d6-11e8e45b5a30,True,,Luna Rocha,2022-01-30 00:00:00,Maria Laura Lima,2020-11-22 00:00:00,Ester Câmara,[{'number': '(051) 8914-7389'}],"[{'address': 'fmoreira@example.com'}, {'address': 'fcosta@example.net'}, {'address': 'rhavinogueira@example.org'}]"
1682783f-5c3f-4538-8faa-f0d438b5ddd5,Vinicius Garcia,53260417907,F,1978-03-22,1,2826f652-63ab-465c-b968-3843101703c7,True,,,2020-09-19 00:00:00,Olivia Correia,2024-06-05 00:00:00,Laura Sales,[{'number': '+55 (021) 3518 1648'}],[{'address': 'silvavitor-gabriel@example.org'}]
6ff22c0b-32d3-4a88-b235-705ee6c74870,Gael Novais,12678049558,M,1937-05-02,2,4d246045-6701-47c8-a65a-ddb96fddf998,False,,,2022-05-23 00:00:00,Allana Martins,2024-02-18 00:00:00,Luna Costela,[{'number': '+55 (061) 3846 3301'}],[{'address': 'ovasconcelos@example.net'}]
a95f6eca-692a-47b8-81c9-e8807838b926,Vicente Cavalcante,39275684065,O,1939-10-10,1,dd8f691e-08d7-4111-86d3-6fbd0ccf1dda,True,2024-12-17,João Miguel Pacheco,2022-05-05 00:00:00,João Lucas Aragão,2023-05-04 00:00:00,Leonardo da Rocha,"[{'number': '(061) 8513-8895'}, {'number': '0800-815-8038'}]","[{'address': 'ayllanascimento@example.com'}, {'address': 'wsilveira@example.com'}, {'address': 'tmonteiro@example.org'}]"
3f3d1f7b-5d5a-4c11-87d9-79ccca3d587f,Renan Santos,83420759150,F,1962-01-17,2,fe65ffd5-c9eb-4306-b586-e28dab10de36,False,,,2025-08-21 00:00:00,Ana Liz Rodrigues,2022-02-07 00:00:00,Ravy das Neves,[{'number': '21 3267 2135'}],"[{'address': 'gabrielfreitas@example.com'}, {'address': 'andrademarina@example.com'}]"
2499c7df-21eb-45a9-a2fc-431332002907,Ana Beatriz Porto,87213049631,F,1972-03-14,1,2df38e88-569f-43f3-9531-2b16c980b7a8,False,2022-01-01,,2023-03-05 00:00:00,Ester Câmara,2021-12-05 00:00:00,Marcos Vinicius da Paz,"[{'number': '0800-902-7184'}, {'number': '+55 (081) 7070-6328'}, {'number': '(071) 0242-3902'}]","[{'address': 'plima@example.org'}, {'address': 'fernandanascimento@example.com'}]"
91c61715-1e4a-4893-8ed5-ae66e5c17042,Maria Helena Cavalcante,73621480544,F,1946-08-27,1,f3e4250f-6d88-4dfa-9b2a-48cc2c04c016,True,2023-11-04,Dr. Paulo Cirino,2020-04-26 00:00:00,Benjamim Duarte,2022-04-06 00:00:00,Luigi Borges,"[{'number': '21 6315-2518'}, {'number': '+55 (071) 4409-1540'}]","[{'address': 'ana-beatriz00@example.com'}, {'address': 'yoliveira@example.org'}, {'address': 'arthur-gabriel04@example.net'}]"
2ada3611-daf7-484c-be4f-b8d5ccbc94c1,Sara da Paz,59031268470,F,1986-02-20,2,962106dc-9cc0-4374-9fa8-7e71d0c833b9,False,2024-05-09,Sr. Gael Henrique Cunha,2025-03-24 00:00:00,Rebeca Novais,2024-11-24 00:00:00,Hadassa Barros,[{'number': '11 4842-8880'}],"[{'address': 'dante09@example.net'}, {'address': 'mayacavalcanti@example.org'}, {'address': 'gda-conceicao@example.com'}]"
af7d37a1-e247-4cb1-a300-9b0de755a841,Oliver Cunha,56349127846,M,1998-10-25,1,cb9e841f-aa16-416f-8a6a-ca278ca546c6,True,,Lívia Moraes,2022-05-20 00:00:00,Murilo da Rocha,2025-03-20 00:00:00,Kaique Cardoso,[{'number': '71 9725-8446'}],"[{'address': 'jose-miguel24@example.com'}, {'address': 'josue03@example.org'}]"
b284ac51-142c-48ce-a98b-46f63f1df5ea,Raul Costa,97365812419,F,1979-06-02,1,001b70ec-df33-4fcd-8fa6-182d786859b4,False,2021-10-20,,2021-12-16 00:00:00,Ana Liz Jesus,2020-06-03 00:00:00,Srta. Lorena Rodrigues,"[{'number': '41 9333 6086'}, {'number': '61 4712 6874'}]","[{'address': 'vsilva@example.org'}, {'address': 'hellena34@example.com'}, {'address': 'ana-lizcamara@example.com'}]"
c369768b-c0fc-4660-bd4f-6b27017c8e6a,Anthony Gabriel Peixoto,26538401970,O,1965-02-28,1,9b83f56e-b41c-40c1-8d30-98888736124d,False,,,2022-01-27 00:00:00,Mathias Cavalcante,2025-09-22 00:00:00,Sra. Stephany Lima,[{'number': '0500 164 5500'}],"[{'address': 'henryda-mata@example.com'}, {'address': 'lorenasiqueira@example.com'}, {'address': 'casa-grandearthur-miguel@example.org'}]"
4c0bc3bd-d64e-4118-9ebc-7c9e08a4eb7c,Cecília Nascimento,26510348780,M,1946-10-03,1,1983081a-b8ae-4d74-b69e-8768a6b0335d,False,2024-10-05,Dra. Maria Luiza Almeida,2023-07-01 00:00:00,Asafe Lima,2024-10-11 00:00:00,Lucca Macedo,[{'number': '+55 11 0664-0909'}],"[{'address': 'davi42@example.net'}, {'address': 'opastor@example.net'}, {'address': 'rezendenoah@example.com'}]"
a124cf3a-f6b4-432d-9b80-2491dc40e813,Ana Sophia Vargas,07198453279,O,1952-12-26,2,91f7164e-be32-426a-a573-43e0fca7787b,True,2024-04-12,Davi Lucas Novaes,2023-08-29 00:00:00,Ana Júlia Pimenta,2020-01-18 00:00:00,Davi Lucca Novais,"[{'number': '+55 84 3082-1504'}, {'number': '+55 61 5164-8778'}]",[{'address': 'abreuoliver@example.net'}]
82f597bb-6e6f-48c4-a717-e031a303a9cd,Isabella da Cruz,73495216855,O,1984-02-15,2,d3753e62-8919-4829-b924-6f55be3b0539,True,2025-07-26,Pietra da Cunha,2020-08-13 00:00:00,Benício Cassiano,2021-11-27 00:00:00,Nicolas Mendes,[{'number': '(031) 5492-0749'}],"[{'address': 'kandrade@example.net'}, {'address': 'da-rochamariana@example.com'}, {'address': 'diegosantos@example.net'}]"
de65442a-9bd9-4996-94ad-9e67cba40ec5,Laís da Rosa,18392574664,F,1948-07-05,1,f55e1662-7bd0-466f-8c92-97e489fb9356,False,,,2021-06-01 00:00:00,Dante Carvalho,2020-06-16 00:00:00,Eloah Fogaça,[{'number': '+55 (081) 2582-8807'}],"[{'address': 'beatrizcassiano@example.net'}, {'address': 'emanuella88@example.org'}, {'address': 'machadokaique@example.com'}]"
e46a2080-f4f9-4c0f-908a-93ef8d008216,Heloisa Fernandes,18506374901,M,1975-05-31,2,7cc0fd47-9ab0-4fb2-a6d4-b1e144154c5b,False,,,2024-07-14 00:00:00,Vitor Hugo Cavalcante,2022-12-05 00:00:00,Luiza da Rocha,[{'number': '+55 84 2592 4509'}],"[{'address': 'teixeiraluiz-felipe@example.org'}, {'address': 'rebecamendes@example.net'}]"
4bd2b488-5df1-4eaa-a4c9-c34e3c8bbec0,Dra. Sophia Vieira,17829450323,M,1969-12-16,2,33ca0c4e-ee32-49f6-9a18-dac6e71954d0,True,2025-07-27,,2020-01-03 00:00:00,Natália da Cunha,2020-09-27 00:00:00,Sr. Breno Camargo,"[{'number': '+55 (084) 4523-4508'}, {'number': '+55 84 4516 3841'}, {'number': '+55 21 4040 0820'}]",[{'address': 'alexia65@example.com'}]
45ff0026-0141-46ad-8b48-d2a1a9b251a8,Srta. Marcela Alves,25401967306,F,1940-05-08,1,da7fef44-28cb-4669-8c39-15276bc8d7b6,True,2020-07-08,Cecilia Fonseca,2023-02-06 00:00:00,Juliana Sales,2021-12-21 00:00:00,Asafe Porto,[{'number': '(081) 8011-1042'}],[{'address': 'erick28@example.com'}]
9c7addf7-5371-4e32-a86b-8e6ab6c83d55,Henrique Pimenta,64279815364,O,1976-01-15,2,e9c777a4-a562-4766-862b-84b887803b98,False,2021-02-09,,2024-10-30 00:00:00,Ana Beatriz Abreu,2021-05-13 00:00:00,Maria Julia Santos,"[{'number': '+55 (084) 7060 7162'}, {'number': '+55 31 0649-9171'}, {'number': '0900 420 6621'}]","[{'address': 'ana-juliasouza@example.net'}, {'address': 'rochaluigi@example.com'}]"
b42beeba-4dff-40c7-bd37-1678821bb0f6,Sr. João Miguel Freitas,58912403788,O,1940-06-03,1,1355cfdb-f216-4e10-85c5-7f69fa9d9f2f,False,,Sr. Eduardo Caldeira,2022-08-25 00:00:00,Renan Borges,2021-02-15 00:00:00,Beatriz da Cruz,"[{'number': '0500 779 0719'}, {'number': '+55 81 7457-9206'}, {'number': '+55 21 1202-9911'}]",[{'address': 'vianaenrico@example.org'}]
f0d8402a-719a-46a7-bac2-33fe0f594e73,Pedro Henrique Camargo,93086741287,F,1978-07-13,2,4f97b23b-4f88-4e2c-92ef-951382ab1577,True,2022-10-13,,2022-07-25 00:00:00,Brayan Rezende,2022-12-02 00:00:00,Laís Vargas,[{'number': '84 3250 5572'}],"[{'address': 'qpacheco@example.net'}, {'address': 'benicioporto@example.net'}, {'address': 'lsousa@example.net'}]"
76c01238-de85-4881-b10c-0d98dfa287a3,Alícia Pereira,94678310584,F,1969-03-14,1,e3b44d9a-9ef8-487d-aef6-e928cb42ca05,False,,,2021-06-19 00:00:00,Sr. Kaique Mendes,2025-07-31 00:00:00,João Gabriel Leão,[{'number': '+55 71 1649-6719'}],"[{'address': 'marcela23@example.com'}, {'address': 'jose-pedro68@example.net'}, {'address': 'raulbrito@example.com'}]"
b575966d-7ecd-427e-9883-73b4c687e887,Maria Cecília Mendes,17536902425,O,1950-12-24,2,b8645494-b3ac-4ca1-87fd-8dc9039b4388,True,2023-10-19,,2024-12-10 00:00:00,Sra. Ana Beatriz Araújo,2021-05-21 00:00:00,Calebe Castro,"[{'number': '61 0988 4885'}, {'number': '+55 31 0497-8646'}, {'number': '31 3839 2325'}]","[{'address': 'ramossamuel@example.net'}, {'address': 'fariasalexia@example.net'}, {'address': 'da-conceicaokevin@example.net'}]"
70629ec3-91eb-4e6d-a077-8eeb5ddf719d,Sr. Renan Vargas,83057926410,M,1943-06-10,2,33fe0cc4-76ae-40a3-bab5-9f27b96632b1,False,2023-03-27,Zoe Andrade,2022-06-20 00:00:00,Anna Liz Pereira,2023-10-21 00:00:00,Joaquim Cassiano,"[{'number': '+55 84 1277-5692'}, {'number': '0300-086-0515'}, {'number': '71 4507 6155'}]",[{'address': 'barrosantony@example.net'}]
73dede62-c930-49eb-8d72-6d39e0edeb1e,Agatha Rocha,73461592846,O,1938-01-15,1,f7329203-20ae-4180-9203-2fb6f75a0e59,False,,,2022-11-24 00:00:00,Isadora Freitas,2022-05-17 00:00:00,João Gabriel Borges,[{'number': '41 5934 3031'}],[{'address': 'qcamara@example.com'}]
eda7f857-ffa5-40d6-81ad-68d7ebf2a0ba,Fernanda Macedo,47563129006,F,1975-07-29,1,3db6b1df-f09f-46f0-a2fb-69a3d4e310a8,False,2023-11-05,Alexandre Souza,2025-01-30 00:00:00,Maria Julia Siqueira,2021-02-07 00:00:00,Arthur Gabriel Cardoso,[{'number': '11 2799 7194'}],[{'address': 'irodrigues@example.com'}]
ce97cbaa-c8f8-4ed6-88de-3ce1d900dedd,Sr. Arthur Gabriel Fogaça,01573824607,M,1994-08-30,2,13875271-24d1-4be6-97bf-af5154227bfc,True,2023-08-29,Apollo Fernandes,2021-04-01 00:00:00,Maria Cecília Câmara,2023-05-31 00:00:00,Bernardo Câmara,"[{'number': '(021) 1675 5653'}, {'number': '+55 84 5091-9876'}, {'number': '+55 (051) 0558 8842'}]",[{'address': 'eloa24@example.org'}]
7bb78b8f-67df-456a-b4e6-071d4825df6e,Dr. Ravi Lucca Leão,70362591830,O,1961-06-19,1,12a1b60f-352a-43a9-a007-ba46f6a0fc01,False,,Sr. Otto Garcia,2020-04-28 00:00:00,Noah Borges,2020-09-05 00:00:00,Maria Luísa Araújo,"[{'number': '61 0041 1960'}, {'number': '51 0962 1015'}]",[{'address': 'gabriellyteixeira@example.com'}]
